PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
BLACKHAWK,122,GYMNASIUM,INDOOR,1142455.13518,1915015.49972,"(41.922858, -87.751999)"
BLACKHAWK,122,POOL (INDOOR),INDOOR,1142400.70419,1915013.7152799999,"(41.922854, -87.752199)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142108.22052,1914907.45893,"(41.922568, -87.753276)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142281.85436,1915063.8204900001,"(41.922994, -87.752634)"
BLACKHAWK,122,BASEBALL JR/SOFTBALL,OUTDOOR,1142099.12999,1915221.9999599999,"(41.923431, -87.753302)"
BLACKHAWK,122,PLAYGROUND,OUTDOOR,1142511.8512800001,1915129.2741,"(41.923169, -87.751788)"
BLACKHAWK,122,SPRAY FEATURE,OUTDOOR,1142412.7615799999,1915107.4562299999,"(41.923111, -87.752152)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142434.5794500001,1915242.9087199999,"(41.923482, -87.752069)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142477.3063999999,1915242.9087199999,"(41.923481, -87.751912)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142526.39652,1915243.8178300001,"(41.923483, -87.751731)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142568.2140299999,1915245.63607,"(41.923487, -87.751578)"
BLACKHAWK,122,TENNIS COURT,OUTDOOR,1142612.7588800001,1915247.4543099999,"(41.923491, -87.751414)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASKETBALL COURT,OUTDOOR,1165066.8396300001,1827641.52257,"(41.682643, -87.671388)"
"BLACKWELDER (I.S., GERTRUDE)",373,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165232.2097100001,1828136.94677,"(41.683999, -87.670769)"
"BLACKWELDER (I.S., GERTRUDE)",373,BASEBALL JR/SOFTBALL,OUTDOOR,1165116.3451100001,1827945.3067399999,"(41.683475, -87.671198)"
"BLACKWELDER (I.S., GERTRUDE)",373,PLAYGROUND,OUTDOOR,1165189.4785,1827794.5396499999,"(41.68306, -87.670935)"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151577.8794100001,1851280.20101,"(41.747785, -87.72015)"
BOGAN (WILLIAM),264,BASKETBALL COURT,OUTDOOR,1151507.2246900001,1851297.2488800001,"(41.747833, -87.720409)"
BOGAN (WILLIAM),264,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1151408.93781,1850917.4140099999,"(41.746793, -87.720779)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151358.6433000001,1851139.5113299999,"(41.747404, -87.720957)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151571.95685,1851135.4608100001,"(41.747388, -87.720176)"
BOGAN (WILLIAM),264,BASEBALL JR/SOFTBALL,OUTDOOR,1151607.05914,1850870.8438899999,"(41.746661, -87.720054)"
BOGAN (WILLIAM),264,PLAYGROUND,OUTDOOR,1151711.0159499999,1850480.66882,"(41.745589, -87.719683)"
BOGAN (WILLIAM),264,BASEBALL SR,OUTDOOR,1151393.7455899999,1850646.72951,"(41.746051, -87.720842)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151203.3831100001,1851032.85439,"(41.747114, -87.721529)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151200.68298,1851148.9617699999,"(41.747433, -87.721536)"
BOGAN (WILLIAM),264,TENNIS COURT,OUTDOOR,1151229.0349600001,1851271.8197900001,"(41.747769, -87.721429)"
"BOLER (LEO ROSCOE, SR.)",496,PLAYGROUND,OUTDOOR,1151926.9125000001,1895821.5669799999,"(41.870006, -87.717702)"
BOSLEY (WILLIAM),1024,BASKETBALL COURT,OUTDOOR,1169392.13643,1884701.36317,"(41.83913, -87.653905)"
BOSLEY (WILLIAM),1024,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169291.9607800001,1884901.8719599999,"(41.839682, -87.654267)"
BOSLEY (WILLIAM),1024,HORSESHOE COURT,OUTDOOR,1169478.95318,1884693.45899,"(41.839106, -87.653587)"
BOSLEY (WILLIAM),1024,BASEBALL JR/SOFTBALL,OUTDOOR,1169335.3901500001,1884777.9706300001,"(41.839341, -87.654111)"
BOSLEY (WILLIAM),1024,PLAYGROUND,OUTDOOR,1169526.4357,1884517.8838800001,"(41.838623, -87.653418)"
BURNHAM (DANIEL),27,BOAT SLIPS,OUTDOOR,1180669.62044,1893396.7535900001,"(41.862738, -87.612255)"
BURNHAM (DANIEL),27,BOAT LAUNCH MOTORIZED,OUTDOOR,1180628.25602,1892544.8471599999,"(41.860402, -87.612433)"
CALUMET,11,GYMNASTIC CENTER,INDOOR,1203510.29391,1840751.5573700001,"(41.717721, -87.530217)"
FIELD (EUGENE),41,CULTURAL CENTER,SPECIAL,1150420.21801,1933714.45839,"(41.974017, -87.722242)"
INDIAN BOUNDARY,165,CULTURAL CENTER,SPECIAL,1158415.1426299999,1946511.2657999999,"(42.008972, -87.692491)"
LEONE (SAM) BEACH,1013,BOAT LAUNCH NON-MOTORIZED,OUTDOOR,1166631.4631399999,1948045.0478399999,"(42.013008, -87.662216)"
BOSLEY (WILLIAM),1024,SPRAY FEATURE,OUTDOOR,1169579.39885,1884444.11369,"(41.83842, -87.653225)"
BOSWELL (ARNITA YOUNG),340,PLAYGROUND PARK,OUTDOOR,1184612.01544,1860999.8039500001,"(41.773747, -87.598799)"
BRADLEY (JOSEPHINE),1004,BASKETBALL COURT,OUTDOOR,1194191.9231100001,1840725.95276,"(41.717884, -87.564346)"
BRADLEY (JOSEPHINE),1004,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1194381.8577699999,1840835.31048,"(41.718179, -87.563647)"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194342.3772100001,1840699.5574700001,"(41.717808, -87.563796)"
BRADLEY (JOSEPHINE),1004,BASEBALL JR/SOFTBALL,OUTDOOR,1194489.3116299999,1840886.9649100001,"(41.718319, -87.563252)"
BRADLEY (JOSEPHINE),1004,PLAYGROUND,OUTDOOR,1194199.84173,1840857.92986,"(41.718246, -87.564313)"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194340.6173700001,1840999.5854199999,"(41.718631, -87.563793)"
BRADLEY (JOSEPHINE),1004,TENNIS COURT,OUTDOOR,1194392.5283600001,1841002.2248500001,"(41.718637, -87.563602)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169478.0388199999,1844314.2500499999,"(41.728301, -87.65476)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169521.48591,1844315.1017499999,"(41.728302, -87.6546)"
BRAINERD,177,BASKETBALL COURT,OUTDOOR,1169461.7461999999,1844160.80482,"(41.72788, -87.654824)"
BRAINERD,177,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1169745.9149199999,1844098.8521799999,"(41.727704, -87.653784)"
BRAINERD,177,GYMNASIUM,INDOOR,1169437.6218999999,1843924.71572,"(41.727233, -87.654919)"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169614.7160400001,1844354.5061999999,"(41.728408, -87.654258)"
BRAINERD,177,BASEBALL JR/SOFTBALL,OUTDOOR,1169855.48557,1843854.8648099999,"(41.727032, -87.65339)"
BRAINERD,177,PLAYGROUND,OUTDOOR,1169349.5079000001,1844099.25474,"(41.727714, -87.655237)"
BRAINERD,177,SPRAY FEATURE,OUTDOOR,1169395.6702099999,1844113.737,"(41.727753, -87.655067)"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169634.6293800001,1843854.8648099999,"(41.727037, -87.654199)"
BRAINERD,177,BASEBALL SR,OUTDOOR,1169823.8051799999,1844342.7394900001,"(41.728372, -87.653492)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169383.9035100001,1844314.6798400001,"(41.728304, -87.655104)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169431.8761799999,1844314.6798400001,"(41.728303, -87.654929)"
BRAINERD,177,TENNIS COURT,OUTDOOR,1169339.5512300001,1844311.96429,"(41.728298, -87.655267)"
BRANDS,187,BASKETBALL COURT,OUTDOOR,1156544.1782,1921954.4563200001,"(41.941625, -87.700042)"
BRANDS,187,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1156759.78144,1921796.1866200001,"(41.941186, -87.699254)"
BRANDS,187,GYMNASIUM,INDOOR,1156500.10381,1921853.6724,"(41.941349, -87.700207)"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156624.95888,1921656.57699,"(41.940806, -87.699754)"
BRANDS,187,BASEBALL JR/SOFTBALL,OUTDOOR,1156907.6919100001,1921670.7134400001,"(41.940839, -87.698714)"
BRANDS,187,PLAYGROUND,OUTDOOR,1156505.80721,1921711.10378,"(41.940958, -87.70019)"
BRANDS,187,BASEBALL SR,OUTDOOR,1156885.4770599999,1921943.34873,"(41.941588, -87.698788)"
BRANDS,187,TENNIS COURT,OUTDOOR,1156674.43713,1921946.3782500001,"(41.9416, -87.699564)"
BRANDS,187,TENNIS COURT,OUTDOOR,1156627.9883999999,1921946.3782500001,"(41.941601, -87.699735)"
BRIGHTON,426,BASKETBALL COURT,OUTDOOR,1157356.4748,1881197.39249,"(41.829767, -87.698166)"
BRIGHTON,426,PLAYGROUND,OUTDOOR,1157351.6956100001,1881001.0168999999,"(41.829229, -87.698188)"
BROADWAY ARMORY,462,FITNESS CENTER,INDOOR,1167369.3665199999,1939344.6380700001,"(41.989118, -87.659753)"
BROADWAY ARMORY,462,GYMNASIUM,INDOOR,1167341.3219600001,1939426.2789799999,"(41.989343, -87.659854)"
BROADWAY ARMORY,462,GYMNASTIC CENTER,INDOOR,1167355.6555900001,1939383.9004599999,"(41.989226, -87.659802)"
BROMANN (CHARLES),435,PLAYGROUND PARK,OUTDOOR,1167224.7431300001,1936063.86839,"(41.980119, -87.66038)"
BRONCHO BILLY,487,BASKETBALL COURT,OUTDOOR,1167245.00982,1929737.9184399999,"(41.96276, -87.660488)"
BRONCHO BILLY,487,PLAYGROUND,OUTDOOR,1167208.9842999999,1929787.96591,"(41.962898, -87.660619)"
BRONCHO BILLY,487,SPRAY FEATURE,OUTDOOR,1167178.3521400001,1929756.03914,"(41.962811, -87.660732)"
BROOKS (GWENDOLYN),362,PLAYGROUND,OUTDOOR,1184173.89656,1874963.5667000001,"(41.812075, -87.599969)"
BROOKS (GWENDOLYN),362,SPRAY FEATURE,OUTDOOR,1184271.6722899999,1874943.7639200001,"(41.812018, -87.599611)"
BROOKS (OSCAR),61,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1126931.50547,1946606.2472399999,"(42.009821, -87.808328)"
BROOKS (OSCAR),61,FITNESS CENTER,INDOOR,1127247.63476,1946627.00343,"(42.009873, -87.807164)"
BROOKS (OSCAR),61,GYMNASIUM,INDOOR,1127198.1397800001,1946628.5998800001,"(42.009878, -87.807346)"
BROOKS (OSCAR),61,HORSESHOE COURT,OUTDOOR,1126273.65475,1946661.6240900001,"(42.009984, -87.810747)"
BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,1126785.92866,1946538.1725699999,"(42.009637, -87.808865)"
BROOKS (OSCAR),61,BASEBALL JR/SOFTBALL,OUTDOOR,1127083.5993300001,1946666.6752599999,"(42.009984, -87.807767)"
BROOKS (OSCAR),61,PLAYGROUND,OUTDOOR,1127202.34253,1946521.90652,"(42.009585, -87.807333)"
BROOKS (OSCAR),61,SPRAY FEATURE,OUTDOOR,1126408.55376,1946468.2281500001,"(42.009451, -87.810255)"
BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,1126416.68695,1946691.07449,"(42.010062, -87.81022)"
BROOKS (OSCAR),61,TENNIS COURT,OUTDOOR,1126374.3947099999,1946691.07449,"(42.010063, -87.810376)"
BROWN (SIDNEY) MEML.,289,BASKETBALL COURT,OUTDOOR,1182174.4566599999,1848693.2153700001,"(41.740033, -87.608115)"
BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,1182025.9159500001,1848524.6015399999,"(41.739574, -87.608665)"
BROWN (SIDNEY) MEML.,289,BASEBALL JR/SOFTBALL,OUTDOOR,1182150.3691100001,1848262.314,"(41.738851, -87.608217)"
BROWN (SIDNEY) MEML.,289,PLAYGROUND,OUTDOOR,1181963.0204100001,1848685.18619,"(41.740016, -87.60889)"
BROWN (SIDNEY) MEML.,289,SPRAY FEATURE,OUTDOOR,1181968.37341,1848649.0547,"(41.739917, -87.608872)"
BROWN (SIDNEY) MEML.,289,TENNIS COURT,OUTDOOR,1182289.5420599999,1847910.3665400001,"(41.737882, -87.607718)"
BROWN (SIDNEY) MEML.,289,TENNIS COURT,OUTDOOR,1182337.71749,1847911.70447,"(41.737885, -87.607541)"
BRYNFORD,1141,PLAYGROUND PARK,OUTDOOR,1148592.7128000001,1937339.2556,"(41.984, -87.728869)"
BUCKTHORN,339,BASKETBALL COURT,OUTDOOR,1179291.5578999999,1876058.6839300001,"(41.815193, -87.617843)"
BUCKTHORN,339,PLAYGROUND,OUTDOOR,1179237.5878699999,1876061.83485,"(41.815203, -87.618041)"
BUENA CIRCLE,1084,PLAYGROUND PARK,OUTDOOR,1168308.86399,1928159.94095,"(41.958407, -87.656622)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1182507.3041000001,1882397.9140399999,"(41.832514, -87.605851)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1185472.3647700001,1877399.0857800001,"(41.818728, -87.595129)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1185523.1458300001,1877320.9609399999,"(41.818512, -87.594945)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1186999.7084999999,1874011.0649999999,"(41.809395, -87.589634)"
BURNHAM (DANIEL),27,BASKETBALL COURT,OUTDOOR,1189148.14613,1869957.6794,"(41.798221, -87.581884)"
BURNHAM (DANIEL),27,BEACH,OUTDOOR,1182389.80531,1884801.91448,"(41.839114, -87.606207)"
BURNHAM (DANIEL),27,BEACH,OUTDOOR,1185412.4688899999,1878010.41395,"(41.820407, -87.59533)"
BURNHAM (DANIEL),27,BASEBALL JR/SOFTBALL,OUTDOOR,1187301.7918799999,1873792.9660199999,"(41.808789, -87.588533)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1179987.6710099999,1894085.45628,"(41.864644, -87.614737)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1182253.2130700001,1884345.0377700001,"(41.837863, -87.606723)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1185685.2554200001,1876768.22648,"(41.816992, -87.594368)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1187034.8645899999,1874167.31501,"(41.809823, -87.5895)"
BURNHAM (DANIEL),27,PLAYGROUND,OUTDOOR,1189590.2033200001,1869460.93466,"(41.796847, -87.580279)"
BURNHAM (DANIEL),27,SKATE PARK,OUTDOOR,1182111.5105999999,1883397.04819,"(41.835265, -87.607272)"
BURNHAM (DANIEL),27,BASEBALL SR,OUTDOOR,1187445.0209300001,1873240.2315700001,"(41.807269, -87.588025)"
BURNSIDE (AMBROSE),363,BASKETBALL COURT,OUTDOOR,1185018.2839800001,1842992.5623999999,"(41.724324, -87.597874)"
BURNSIDE (AMBROSE),363,BASEBALL JR/SOFTBALL,OUTDOOR,1184706.68126,1842896.9297199999,"(41.724069, -87.599019)"
BURNSIDE (AMBROSE),363,BASEBALL JR/SOFTBALL,OUTDOOR,1184927.4331100001,1843175.0610499999,"(41.724827, -87.598201)"
BURNSIDE (AMBROSE),363,PLAYGROUND,OUTDOOR,1185074.06963,1843167.09191,"(41.724801, -87.597665)"
BURNSIDE (AMBROSE),363,SPRAY FEATURE,OUTDOOR,1185086.0236800001,1843077.8348699999,"(41.724556, -87.597624)"
BUTTERCUP,385,PLAYGROUND,OUTDOOR,1168855.21985,1933098.1210400001,"(41.971945, -87.65447)"
BUTTERNUT,1272,PLAYGROUND PARK,OUTDOOR,1184991.9739999999,1870063.5965100001,"(41.79861, -87.597122)"
CALIFORNIA,189,WHEELCHR ACCSSBLE BALLFLD,SPECIAL,1157128.0996000001,1926048.8569199999,"(41.952848, -87.697785)"
CALIFORNIA,189,BASKETBALL COURT,OUTDOOR,1157154.3876100001,1925043.85302,"(41.95009, -87.697715)"
CALIFORNIA,189,BASKETBALL COURT,OUTDOOR,1157156.4095900001,1924979.1444900001,"(41.949913, -87.69771)"
CALIFORNIA,189,FITNESS CENTER,INDOOR,1157342.8015999999,1925695.71655,"(41.951875, -87.697005)"
CALIFORNIA,189,POOL (OUTDOOR),OUTDOOR,1157496.1293800001,1926030.65781,"(41.952791, -87.696432)"
CALIFORNIA,189,PLAYGROUND,OUTDOOR,1157152.3652999999,1925122.7163800001,"(41.950307, -87.697721)"
CALIFORNIA,189,SPRAY FEATURE,OUTDOOR,1157097.76764,1925104.51727,"(41.950258, -87.697922)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157261.5609500001,1925003.41019,"(41.949977, -87.697323)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157215.0515300001,1925001.38821,"(41.949972, -87.697494)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157211.00725,1925122.7163800001,"(41.950305, -87.697505)"
CALIFORNIA,189,TENNIS COURT,OUTDOOR,1157259.53865,1925122.7163800001,"(41.950304, -87.697327)"
CALUMET,11,BASKETBALL COURT,OUTDOOR,1203243.0956300001,1840413.29788,"(41.716799, -87.531207)"
CALUMET,11,BEACH,OUTDOOR,1203980.3595700001,1839817.50609,"(41.715146, -87.528527)"
CALUMET,11,BEACH,OUTDOOR,1204969.3228199999,1840935.9388900001,"(41.718189, -87.524867)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203532.41001,1839701.5210800001,"(41.714839, -87.530172)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203365.00483,1841914.18398,"(41.720915, -87.530709)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203808.99312,1841863.2346099999,"(41.720764, -87.529085)"
CALUMET,11,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1203823.5498500001,1838704.3669100001,"(41.712095, -87.529139)"
CALUMET,11,FITNESS CENTER,INDOOR,1203379.5615600001,1840778.7384200001,"(41.717799, -87.530695)"
CALUMET,11,GYMNASIUM,INDOOR,1203306.7766,1840720.51052,"(41.717641, -87.530963)"
CALUMET,11,HORSESHOE COURT,OUTDOOR,1203276.42857,1840231.1299300001,"(41.716299, -87.531091)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1204017.79684,1838809.8243799999,"(41.71238, -87.528424)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203515.51569,1838787.9861699999,"(41.712333, -87.530265)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203808.7729799999,1838968.932,"(41.712822, -87.529184)"
CALUMET,11,ARTIFICIAL TURF FIELD,OUTDOOR,1204314.8697299999,1841744.1377300001,"(41.720424, -87.527236)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1204073.04476,1842171.02238,"(41.721602, -87.528107)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203721.49067,1842298.3092,"(41.72196, -87.52939)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203400.2432800001,1842292.24786,"(41.721951, -87.530567)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203109.3019300001,1841734.6105200001,"(41.720429, -87.531652)"
CALUMET,11,BASEBALL JR/SOFTBALL,OUTDOOR,1203042.62785,1842122.53232,"(41.721495, -87.531883)"
CALUMET,11,PLAYGROUND,OUTDOOR,1203562.3121799999,1840045.2484200001,"(41.715781, -87.53005)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203911.72487,1838410.49545,"(41.711287, -87.528827)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203963.94163,1841128.4831300001,"(41.718744, -87.528542)"
CALUMET,11,BASEBALL SR,OUTDOOR,1203406.3046200001,1841352.7503899999,"(41.719373, -87.530577)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203376.4270599999,1840333.4542,"(41.716577, -87.530721)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203608.2064499999,1840211.7503800001,"(41.716237, -87.529877)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203702.0035000001,1840210.9751200001,"(41.716233, -87.529533)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203698.90279,1840334.22914,"(41.716571, -87.52954)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203653.9422500001,1840335.0044,"(41.716574, -87.529705)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203608.2064499999,1840334.22914,"(41.716573, -87.529872)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203469.44885,1840331.90368,"(41.71657, -87.530381)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203422.16286,1840331.90368,"(41.716572, -87.530554)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203514.4093899999,1840330.3534899999,"(41.716565, -87.530216)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203562.47065,1840331.12842,"(41.716566, -87.53004)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203653.16732,1840212.5256399999,"(41.716238, -87.529712)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203560.1451900001,1840212.5256399999,"(41.71624, -87.530053)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203515.18465,1840211.7503800001,"(41.716239, -87.530217)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203466.3481399999,1840210.20019,"(41.716236, -87.530396)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203424.4883099999,1840210.20019,"(41.716238, -87.530549)"
CALUMET,11,TENNIS COURT,OUTDOOR,1203376.4270599999,1840210.9751200001,"(41.716241, -87.530725)"
CALUMET,11,TRACK,OUTDOOR,1203294.0128500001,1839739.5121500001,"(41.714949, -87.531043)"
CARMEN,1085,PLAYGROUND PARK,OUTDOOR,1167083.6338299999,1934162.3315099999,"(41.974904, -87.660954)"
CARPENTER (PHILO),1086,PLAYGROUND PARK,OUTDOOR,1170474.65493,1863773.4217600001,"(41.781678, -87.650543)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL COURT,OUTDOOR,1184559.8016299999,1817671.2511700001,"(41.65485, -87.600343)"
CARVER (GEORGE WASHINGTON),255,BASKETBALL COURT,OUTDOOR,1184629.66206,1817748.6640699999,"(41.65506, -87.600085)"
CARVER (GEORGE WASHINGTON),255,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1184807.17646,1817056.24945,"(41.653156, -87.599457)"
CARVER (GEORGE WASHINGTON),255,FITNESS CENTER,INDOOR,1184801.31788,1817722.77009,"(41.654985, -87.599458)"
CARVER (GEORGE WASHINGTON),255,GYMNASIUM,INDOOR,1184786.3028200001,1817687.1094,"(41.654888, -87.599514)"
CARVER (GEORGE WASHINGTON),255,POOL (INDOOR),INDOOR,1184765.6571899999,1817647.6947900001,"(41.65478, -87.59959)"
CARVER (GEORGE WASHINGTON),255,BASEBALL JR/SOFTBALL,OUTDOOR,1185114.90879,1816736.6322999999,"(41.652272, -87.598341)"
CARVER (GEORGE WASHINGTON),255,BASEBALL JR/SOFTBALL,OUTDOOR,1184716.51556,1817148.2423700001,"(41.653411, -87.599786)"
CARVER (GEORGE WASHINGTON),255,PLAYGROUND,OUTDOOR,1184650.4313699999,1817848.73441,"(41.655334, -87.600006)"
CARVER (GEORGE WASHINGTON),255,PLAYGROUND,OUTDOOR,1185439.66536,1817165.23545,"(41.65344, -87.597139)"
CARVER (GEORGE WASHINGTON),255,VOLLEYBALL (SAND),OUTDOOR,1184605.2683999999,1817525.1169499999,"(41.654447, -87.600181)"
CARVER (GEORGE WASHINGTON),255,BASEBALL SR,OUTDOOR,1184735.3967500001,1816723.4154699999,"(41.652244, -87.59973)"
CARVER (GEORGE WASHINGTON),255,BASEBALL SR,OUTDOOR,1185113.02067,1817148.2423700001,"(41.653401, -87.598335)"
CATALPA,372,PLAYGROUND PARK,OUTDOOR,1149280.7330799999,1875488.4501700001,"(41.814261, -87.727943)"
CATALPA,372,SPRAY FEATURE,OUTDOOR,1149345.6978500001,1875507.8182399999,"(41.814313, -87.727705)"
CEDAR,1279,PLAYGROUND PARK,OUTDOOR,1168058.4747299999,1935539.7575600001,"(41.978662, -87.657329)"
CEDAR,1279,SPRAY FEATURE,OUTDOOR,1167974.1035,1935572.6938400001,"(41.978755, -87.657638)"
CENTRAL,1087,PLAYGROUND PARK,OUTDOOR,1152354.1616499999,1904714.5167100001,"(41.894401, -87.715899)"
CHALLENGER,488,DOG FRIENDLY AREA,OUTDOOR,1168184.6014400001,1928154.2838099999,"(41.958394, -87.657079)"
CHASE (SALMON),103,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1165221.81439,1931466.97535,"(41.967547, -87.667877)"
CHASE (SALMON),103,FITNESS CENTER,INDOOR,1164956.42089,1931569.23171,"(41.967834, -87.66885)"
CHASE (SALMON),103,GYMNASIUM,INDOOR,1164954.05639,1931533.76688,"(41.967736, -87.66886)"
CHASE (SALMON),103,BASEBALL JR/SOFTBALL,OUTDOOR,1165294.37363,1931394.3045600001,"(41.967347, -87.667612)"
CHASE (SALMON),103,BASEBALL JR/SOFTBALL,OUTDOOR,1165077.3386299999,1931527.4988500001,"(41.967717, -87.668407)"
CHASE (SALMON),103,POOL (OUTDOOR),OUTDOOR,1164910.2513600001,1931688.0451199999,"(41.968161, -87.669016)"
CHASE (SALMON),103,PLAYGROUND,OUTDOOR,1164930.4681899999,1931363.9791600001,"(41.967271, -87.668951)"
CHASE (SALMON),103,TENNIS COURT,OUTDOOR,1165154.04418,1931699.34299,"(41.968187, -87.66812)"
CHASE (SALMON),103,TENNIS COURT,OUTDOOR,1165105.8802400001,1931698.7481800001,"(41.968186, -87.668297)"
CHASE (SALMON),103,TENNIS COURT,OUTDOOR,1165058.3107799999,1931695.7754200001,"(41.968179, -87.668472)"
CHASE (SALMON),103,TENNIS COURT,OUTDOOR,1165009.55235,1931694.58611,"(41.968177, -87.668651)"
CHASE (SALMON),103,TRACK,OUTDOOR,1165055.9321699999,1931328.30207,"(41.96717, -87.668491)"
CHESTNUT,1275,BASKETBALL COURT,OUTDOOR,1187337.8935199999,1858763.38093,"(41.767546, -87.588878)"
CHESTNUT,1275,PLAYGROUND PARK,OUTDOOR,1187265.2516000001,1858793.4481200001,"(41.76763, -87.589143)"
CHICAGO WOMEN'S PARK AND GARDENS,550,GARDEN,OUTDOOR,1178108.0766700001,1891367.40857,"(41.857228, -87.621719)"
CHIPPEWA,167,BASKETBALL COURT,OUTDOOR,1154900.0607499999,1944863.1769000001,"(42.004521, -87.705468)"
CHIPPEWA,167,BASKETBALL COURT,OUTDOOR,1154898.79042,1944827.6021700001,"(42.004423, -87.705474)"
CHIPPEWA,167,PLAYGROUND,OUTDOOR,1154978.83323,1944850.4715499999,"(42.004485, -87.705179)"
CHIPPEWA,167,SPRAY FEATURE,OUTDOOR,1154945.1643399999,1944710.0787800001,"(42.0041, -87.705306)"
CHOPIN (FREDERIC),146,BASKETBALL COURT,OUTDOOR,1139257.5648099999,1922618.9989499999,"(41.943781, -87.763562)"
CHOPIN (FREDERIC),146,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1139337.89109,1922383.3888600001,"(41.943133, -87.763273)"
